#------------------------------------------------------------#
# EXAMPLE DATA
# When loading with CSV.jl, provide the `comment="#"` option.
#
# System size                  L = 20:10:60
# Time between samples in MCS  tau = 10 
# Number of samples            N = 50_000
#------------------------------------------------------------#
L,T,e,e2,m,m2,m4,absem
40,2.4545454545454546,-1837.75768,3.38683219168e6,0.005659599999999999,0.05571886075,0.00781713485254082,0.1926707
50,2.4545454545454546,-2870.25968,8.25301926656e6,0.005637808,0.0357324422016,0.0034014260927959453,0.153382096
60,2.4545454545454546,-4129.8656,1.707686411072e7,-0.0070613888888888905,0.025408885586419756,0.001826581539362195,0.1282927222222222
20,2.45959595959596,-463.88416,217910.5216,6.519999999999868e-5,0.175636999,0.059233590245875,0.3596128
30,2.45959595959596,-1031.8912,1.070323792e6,-0.007167022222222222,0.09010891595061728,0.018879770705779727,0.24851075555555555
40,2.45959595959596,-1827.8684,3.35030210784e6,0.006968875,0.050091886218750006,0.00646409410511089,0.182524225
50,2.45959595959596,-2857.71816,8.18108936288e6,-0.00046054399999999985,0.0345060792832,0.0032738940452561554,0.149838272
60,2.45959595959596,-4114.99392,1.69537557408e7,0.0056479,0.0233485722037037,0.0015205697669868254,0.12312785555555557
20,2.4646464646464645,-461.62872,215841.12032,-0.009705699999999998,0.1723199695,0.05748108637438749,0.3556183
30,2.4646464646464645,-1027.46216,1.06111806752e6,0.010227911111111114,0.08964783683950618,0.018351528982166375,0.24870168888888888
40,2.4646464646464645,-1821.64144,3.32766040576e6,0.0033989749999999994,0.051165320843749994,0.0066941988714085444,0.18444907500000002
50,2.4646464646464645,-2844.70976,8.10673216e6,8.478400000000192e-5,0.0326630673024,0.0028738157585362213,0.14635047999999998
60,2.4646464646464645,-4096.37752,1.680088449312e7,0.0009414333333333337,0.022815692648148148,0.0014501994569117453,0.12166847777777777
20,2.4696969696969697,-460.20072,214424.50016,-0.0069239000000000045,0.1710492705,0.05595874025231249,0.3555493
30,2.4696969696969697,-1021.75328,1.04934261952e6,0.0016666222222222235,0.08339166311111113,0.016419970434755186,0.23820902222222223
40,2.4696969696969697,-1813.49176,3.297923432e6,0.0028444749999999982,0.04770544921875,0.00586168923396167,0.17793102500000002
50,2.4696969696969697,-2832.51712,8.0373667168e6,0.0018280320000000007,0.0307461071872,0.0025798085007630992,0.14174742399999998
60,2.4696969696969697,-4077.37232,1.664529665792e7,-0.005045933333333334,0.021690843518518514,0.0013201590179710678,0.11852515555555555
20,2.474747474747475,-457.29464,211746.20448,0.00017949999999999932,0.1616094005,0.0515605180897625,0.34341089999999996
30,2.474747474747475,-1019.03472,1.0438107168e6,-0.0037906666666666683,0.08390682725925926,0.0163753653800706,0.2401623111111111
40,2.474747474747475,-1807.15432,3.27484391136e6,-0.0006429499999999996,0.047990301375,0.005921094944704687,0.1782811
50,2.474747474747475,-2821.53728,7.9750456224e6,0.004068431999999997,0.029568407718399994,0.002413442103125156,0.138698576
60,2.474747474747475,-4061.08352,1.651246664768e7,-0.0018702333333333336,0.020812372685185182,0.0012149844788255201,0.11605434444444446
20,2.4797979797979797,-455.1324,209742.62688,-0.0128118,0.157212994,0.04929685614054999,0.3380028
30,2.4797979797979797,-1012.79464,1.03096603744e6,-0.006060577777777778,0.07659180474074075,0.014187811831708091,0.22752493333333332
40,2.4797979797979797,-1798.44384,3.24335502528e6,-0.0046769,0.04505894893750001,0.005307974968392286,0.17250845
50,2.4797979797979797,-2809.95576,7.90970402592e6,-0.005422608,0.029086366732799997,0.0023193369076149536,0.137725104
60,2.4797979797979797,-4045.95936,1.639022078784e7,0.0008204222222222213,0.02041359702469136,0.0011663351164308145,0.11499262222222223
20,2.484848484848485,-454.09768,208837.12352,0.0045837,0.1600299295,0.050418940441487495,0.3415647
30,2.484848484848485,-1010.56488,1.02648701216e6,0.005279688888888892,0.07786298933333333,0.014369029374977227,0.23025275555555555
40,2.484848484848485,-1792.70648,3.22269364512e6,0.008591175,0.04459427253125001,0.005173010787447705,0.171686075
50,2.484848484848485,-2799.23776,7.84959649216e6,-0.0048477120000000005,0.0285587086848,0.0022496434354542672,0.136430912
60,2.484848484848485,-4028.94224,1.625228480704e7,0.0012932555555555559,0.01986473536419753,0.0011307612175752496,0.11307083333333331
20,2.48989898989899,-451.6596,206574.2832,-0.004502699999999998,0.1524973155,0.04687684386393749,0.3320743
30,2.48989898989899,-1005.15152,1.01548658112e6,-0.004212488888888891,0.07288604869135802,0.013110203076340313,0.22123293333333335
40,2.48989898989899,-1783.90208,3.19118432192e6,0.005865424999999999,0.04145321984375,0.004610870274037842,0.16478277500000005
50,2.48989898989899,-2787.51936,7.78406467008e6,0.0036023039999999984,0.027023747174399995,0.0020299483315658097,0.13242147199999998
60,2.48989898989899,-4015.49528,1.614387289888e7,0.004227000000000001,0.018775651827160494,0.000999872833931428,0.11010117777777778
20,2.494949494949495,-449.8784,204924.27648,-0.0026349000000000034,0.1493565295,0.045292245173537485,0.3282029
30,2.494949494949495,-1001.62904,1.0084281584e6,0.0008656,0.07208001027160495,0.012589210808758175,0.22102666666666668
40,2.494949494949495,-1776.73848,3.16553093152e6,0.0017284499999999992,0.039787486875,0.004193357877291211,0.1618763
50,2.494949494949495,-2777.35552,7.72734710848e6,-0.0010962240000000002,0.026569240191999997,0.0019144738839834295,0.13185232
60,2.494949494949495,-3998.07712,1.600410141184e7,-0.0030395888888888898,0.018191381561728396,0.0009564810951150224,0.10786547777777777
20,2.5,-447.42616,202670.12448,0.0002616999999999989,0.14566521849999997,0.043411502778362504,0.3234387
30,2.5,-997.57136,1.00020849408e6,0.0030266666666666684,0.0694610781234568,0.011668895781373813,0.2170567111111111
40,2.5,-1769.36608,3.1394028192e6,0.0026283000000000014,0.03877798075,0.004073989963150585,0.15913605
50,2.5,-2764.88624,7.65798220416e6,0.002976592,0.0247669906816,0.0017032825206893365,0.126889168
60,2.5,-3982.15928,1.58768688464e7,0.0043968,0.017120433666666664,0.0008624876207629286,0.10468286666666667
